id|query|createdAt|updatedAt|UserId
370|nuclear energy|2020-09-04 01:20:35.683+00|2020-09-04 01:20:35.683+00|2723
371|terrorist attack|2020-09-04 01:21:08.263+00|2020-09-04 01:21:08.263+00|2723
372|gmo|2020-09-04 01:21:31.216+00|2020-09-04 01:21:31.216+00|2723
373|Amy_3504|2020-09-04 03:09:11.411+00|2020-09-04 03:09:11.411+00|2701
374|""|2020-09-04 03:33:34.168+00|2020-09-04 03:33:34.168+00|2655
375|alison|2020-09-04 03:45:32.107+00|2020-09-04 03:45:32.107+00|2665
376|allison|2020-09-04 03:45:51.732+00|2020-09-04 03:45:51.732+00|2665
377|environment|2020-09-04 03:47:58.479+00|2020-09-04 03:47:58.479+00|2665
378|Allison_5893|2020-09-04 03:55:57.591+00|2020-09-04 03:55:57.591+00|2665
379|neverforget|2020-09-04 03:58:57.334+00|2020-09-04 03:58:57.334+00|2665
380|medicare|2020-09-04 03:59:12.242+00|2020-09-04 03:59:12.242+00|2665
381|COVID actions taken too strong|2020-09-04 04:03:00.743+00|2020-09-04 04:03:00.743+00|2628
382|COVID actions taken too strong|2020-09-04 04:03:02.738+00|2020-09-04 04:03:02.738+00|2628
383|COVID actions taken too strong|2020-09-04 04:05:53.005+00|2020-09-04 04:05:53.005+00|2628
384|medicare|2020-09-04 04:12:22.799+00|2020-09-04 04:12:22.799+00|2657
385|terrorist|2020-09-04 04:41:19.353+00|2020-09-04 04:41:19.353+00|2665
386|""|2020-09-04 04:47:30.817+00|2020-09-04 04:47:30.817+00|2339
387|Willie8565|2020-09-04 06:13:01.171+00|2020-09-04 06:13:01.171+00|2442
388|Willie_8565|2020-09-04 06:13:18.219+00|2020-09-04 06:13:18.219+00|2442
389|malik_3915|2020-09-04 06:13:42.169+00|2020-09-04 06:13:42.169+00|2545
390|malik_3915|2020-09-04 06:15:22.832+00|2020-09-04 06:15:22.832+00|2545
391|covid|2020-09-04 06:25:03.361+00|2020-09-04 06:25:03.361+00|2326
392|covid|2020-09-04 06:25:51.405+00|2020-09-04 06:25:51.405+00|2326
393|trump|2020-09-04 06:26:08.865+00|2020-09-04 06:26:08.865+00|2326
394|covid|2020-09-04 06:26:51.158+00|2020-09-04 06:26:51.158+00|2326
395|covid|2020-09-04 06:28:50.494+00|2020-09-04 06:28:50.494+00|2326
396|covid|2020-09-04 06:29:42.787+00|2020-09-04 06:29:42.787+00|2326
397|covid|2020-09-04 06:31:05.037+00|2020-09-04 06:31:05.037+00|2326
398|covid|2020-09-04 06:31:22.356+00|2020-09-04 06:31:22.356+00|2326
399|covid|2020-09-04 06:32:42.101+00|2020-09-04 06:32:42.101+00|2326
400|covid|2020-09-04 06:33:57.51+00|2020-09-04 06:33:57.51+00|2326
401|covid|2020-09-04 06:35:51.463+00|2020-09-04 06:35:51.463+00|2326
402|covid|2020-09-04 06:39:13.931+00|2020-09-04 06:39:13.931+00|2326
403|allison_2019|2020-09-04 07:34:11.755+00|2020-09-04 07:34:11.755+00|2542
404|cody_5364|2020-09-04 07:46:11.535+00|2020-09-04 07:46:11.535+00|2542
405|diamond_1228|2020-09-04 07:55:46.773+00|2020-09-04 07:55:46.773+00|2542
406|diamond_1228|2020-09-04 08:05:03.573+00|2020-09-04 08:05:03.573+00|2542
407|diamond_1228|2020-09-04 08:06:06.781+00|2020-09-04 08:06:06.781+00|2542
408|""|2020-09-04 08:09:43.324+00|2020-09-04 08:09:43.324+00|2542
409|diamond_1228|2020-09-04 08:09:52.064+00|2020-09-04 08:09:52.064+00|2542
410|covid|2020-09-04 11:37:57.554+00|2020-09-04 11:37:57.554+00|2627
411|medicare|2020-09-04 12:27:22.605+00|2020-09-04 12:27:22.605+00|2649
412|medicareforall|2020-09-04 12:27:44.883+00|2020-09-04 12:27:44.883+00|2649
413|dow|2020-09-04 12:27:56.68+00|2020-09-04 12:27:56.68+00|2649
414|ENERGY|2020-09-04 12:32:33.904+00|2020-09-04 12:32:33.904+00|2627
415|market|2020-09-04 12:34:44.766+00|2020-09-04 12:34:44.766+00|2649
416|medicareforall|2020-09-04 12:39:05.51+00|2020-09-04 12:39:05.51+00|2649
417|dow|2020-09-04 12:39:18.65+00|2020-09-04 12:39:18.65+00|2649
418|nasdaq|2020-09-04 12:39:43.932+00|2020-09-04 12:39:43.932+00|2649
419|marketdecline|2020-09-04 12:39:52.904+00|2020-09-04 12:39:52.904+00|2649
420|""|2020-09-04 13:22:21.951+00|2020-09-04 13:22:21.951+00|2611
421|Luke_7423|2020-09-04 13:22:32.598+00|2020-09-04 13:22:32.598+00|2620
422|""|2020-09-04 13:22:47.036+00|2020-09-04 13:22:47.036+00|2620
423|katherine|2020-09-04 13:24:41.904+00|2020-09-04 13:24:41.904+00|2408
424|allison|2020-09-04 13:25:42.295+00|2020-09-04 13:25:42.295+00|2408
425|allison|2020-09-04 13:27:18.114+00|2020-09-04 13:27:18.114+00|2408
426|allison|2020-09-04 13:28:07.336+00|2020-09-04 13:28:07.336+00|2408
427|allison|2020-09-04 13:29:56.968+00|2020-09-04 13:29:56.968+00|2408
428|allison|2020-09-04 13:30:19.964+00|2020-09-04 13:30:19.964+00|2408
429|katherine|2020-09-04 13:30:47.501+00|2020-09-04 13:30:47.501+00|2408
430|katherine|2020-09-04 13:30:52.155+00|2020-09-04 13:30:52.155+00|2408
431|katherine|2020-09-04 13:30:57.944+00|2020-09-04 13:30:57.944+00|2408
432|katherine|2020-09-04 13:31:01.618+00|2020-09-04 13:31:01.618+00|2408
433|katherine|2020-09-04 13:31:02.581+00|2020-09-04 13:31:02.581+00|2408
434|katherine|2020-09-04 13:31:07.183+00|2020-09-04 13:31:07.183+00|2408
435|katherine|2020-09-04 13:31:10.471+00|2020-09-04 13:31:10.471+00|2408
436|wyatt|2020-09-04 13:31:15.327+00|2020-09-04 13:31:15.327+00|2408
437|wyatt|2020-09-04 13:31:20.089+00|2020-09-04 13:31:20.089+00|2408
438|wyatt|2020-09-04 13:31:23.922+00|2020-09-04 13:31:23.922+00|2408
439|allison|2020-09-04 13:31:29.41+00|2020-09-04 13:31:29.41+00|2408
440|covid|2020-09-04 13:36:04.729+00|2020-09-04 13:36:04.729+00|2703
441|Covid|2020-09-04 13:38:04.703+00|2020-09-04 13:38:04.703+00|2703
442|Government|2020-09-04 13:38:24.091+00|2020-09-04 13:38:24.091+00|2703
443|Crisis|2020-09-04 13:38:38.828+00|2020-09-04 13:38:38.828+00|2703
444|Coronavirus|2020-09-04 13:38:54.329+00|2020-09-04 13:38:54.329+00|2703
445|US|2020-09-04 13:39:02.369+00|2020-09-04 13:39:02.369+00|2703
446|USA|2020-09-04 13:39:06.02+00|2020-09-04 13:39:06.02+00|2703
447|Attacks|2020-09-04 13:39:25.997+00|2020-09-04 13:39:25.997+00|2703
448|America|2020-09-04 13:39:34.721+00|2020-09-04 13:39:34.721+00|2703
449|Tax|2020-09-04 13:39:42.773+00|2020-09-04 13:39:42.773+00|2703
450|Wealth|2020-09-04 13:39:48.342+00|2020-09-04 13:39:48.342+00|2703
451|Money|2020-09-04 13:39:54.055+00|2020-09-04 13:39:54.055+00|2703
452|Fair|2020-09-04 13:39:57.45+00|2020-09-04 13:39:57.45+00|2703
453|Country|2020-09-04 13:40:04.058+00|2020-09-04 13:40:04.058+00|2703
454|money|2020-09-04 13:40:11.567+00|2020-09-04 13:40:11.567+00|2703
455|environment|2020-09-04 13:41:34.185+00|2020-09-04 13:41:34.185+00|2703
456|politics|2020-09-04 13:43:13.792+00|2020-09-04 13:43:13.792+00|2703
457|jake|2020-09-04 13:56:33.563+00|2020-09-04 13:56:33.563+00|2614
458|Luke_821|2020-09-04 14:06:27.343+00|2020-09-04 14:06:27.343+00|2527
459|Luke_821|2020-09-04 14:08:40.905+00|2020-09-04 14:08:40.905+00|2530
460|Jacob_5538|2020-09-04 14:08:47.125+00|2020-09-04 14:08:47.125+00|2530
461|Emma_9672|2020-09-04 14:09:18.365+00|2020-09-04 14:09:18.365+00|2529
462|environment|2020-09-04 14:33:53.116+00|2020-09-04 14:33:53.116+00|2703
463|""|2020-09-04 14:33:55.187+00|2020-09-04 14:33:55.187+00|2387
464|environment|2020-09-04 14:34:15.044+00|2020-09-04 14:34:15.044+00|2703
465|alison|2020-09-04 14:34:25.87+00|2020-09-04 14:34:25.87+00|2387
466|allison 3206|2020-09-04 14:42:05.391+00|2020-09-04 14:42:05.391+00|2387
467|allison_3206|2020-09-04 14:42:13.652+00|2020-09-04 14:42:13.652+00|2387
468|terrorist|2020-09-04 14:58:16.416+00|2020-09-04 14:58:16.416+00|2691
469|Jacob_5538|2020-09-04 15:22:15.437+00|2020-09-04 15:22:15.437+00|2531
470|economy|2020-09-04 15:22:19.726+00|2020-09-04 15:22:19.726+00|2691
471|Luke_821|2020-09-04 15:22:24.085+00|2020-09-04 15:22:24.085+00|2531
472|Jamal_3690|2020-09-04 15:22:52.717+00|2020-09-04 15:22:52.717+00|2529
473|Jacob_5538|2020-09-04 15:22:58.701+00|2020-09-04 15:22:58.701+00|2529
474|Emma_9672|2020-09-04 15:23:10.007+00|2020-09-04 15:23:10.007+00|2529
475|Molly_5679|2020-09-04 15:23:17.058+00|2020-09-04 15:23:17.058+00|2529
476|Molly_5679|2020-09-04 15:26:49.61+00|2020-09-04 15:26:49.61+00|2529
477|Jamal_3690|2020-09-04 15:26:54.832+00|2020-09-04 15:26:54.832+00|2529
478|Luke_821|2020-09-04 15:26:59.218+00|2020-09-04 15:26:59.218+00|2529
479|Emma_9672|2020-09-04 15:27:03.268+00|2020-09-04 15:27:03.268+00|2529
480|nuclear|2020-09-04 16:14:34.25+00|2020-09-04 16:14:34.25+00|2603
481|diamond|2020-09-04 16:52:18.986+00|2020-09-04 16:52:18.986+00|2638
482|wealth tax|2020-09-04 16:52:50.532+00|2020-09-04 16:52:50.532+00|2638
483|tax|2020-09-04 16:52:59.4+00|2020-09-04 16:52:59.4+00|2638
484|trump|2020-09-04 16:53:21.072+00|2020-09-04 16:53:21.072+00|2638
485|dow|2020-09-04 16:53:58.859+00|2020-09-04 16:53:58.859+00|2638
486|tax|2020-09-04 16:54:01.412+00|2020-09-04 16:54:01.412+00|2638
487|luke|2020-09-04 16:54:41.863+00|2020-09-04 16:54:41.863+00|2638
488|jenna|2020-09-04 16:55:04.39+00|2020-09-04 16:55:04.39+00|2638
489|50 million|2020-09-04 16:55:44.807+00|2020-09-04 16:55:44.807+00|2638
490|50 million|2020-09-04 16:58:17.405+00|2020-09-04 16:58:17.405+00|2638
491|rich|2020-09-04 16:58:25.125+00|2020-09-04 16:58:25.125+00|2638
492|bill|2020-09-04 16:58:28.906+00|2020-09-04 16:58:28.906+00|2638
493|tax|2020-09-04 16:58:31.781+00|2020-09-04 16:58:31.781+00|2638
494|malik_1436|2020-09-04 16:58:43.888+00|2020-09-04 16:58:43.888+00|2543
495|amy_7578|2020-09-04 17:00:24.185+00|2020-09-04 17:00:24.185+00|2543
496|dow|2020-09-04 17:00:25.661+00|2020-09-04 17:00:25.661+00|2638
497|malik_1436|2020-09-04 17:19:49.3+00|2020-09-04 17:19:49.3+00|2542
498|malik_1436|2020-09-04 17:21:16.005+00|2020-09-04 17:21:16.005+00|2542
499|amy_731|2020-09-04 17:26:06.79+00|2020-09-04 17:26:06.79+00|2542
500|china|2020-09-04 17:26:44.111+00|2020-09-04 17:26:44.111+00|2638
501|foreign affairs|2020-09-04 17:26:54.549+00|2020-09-04 17:26:54.549+00|2638
502|medicare|2020-09-04 17:37:57.879+00|2020-09-04 17:37:57.879+00|2649
503|socializedhealthcare|2020-09-04 17:38:22.57+00|2020-09-04 17:38:22.57+00|2649
504|healthcare|2020-09-04 17:38:41.494+00|2020-09-04 17:38:41.494+00|2649
505|malik_1436|2020-09-04 17:45:46.156+00|2020-09-04 17:45:46.156+00|2544
506|Covid|2020-09-04 17:49:37.281+00|2020-09-04 17:49:37.281+00|2711
507|Jamal_8048|2020-09-04 17:56:21.834+00|2020-09-04 17:56:21.834+00|2545
508|Jamal_8048|2020-09-04 17:58:01.4+00|2020-09-04 17:58:01.4+00|2541
509|covid|2020-09-04 18:06:54.749+00|2020-09-04 18:06:54.749+00|2711
510|Gonuclear|2020-09-04 18:37:42.794+00|2020-09-04 18:37:42.794+00|2293
511|""|2020-09-04 18:39:38.713+00|2020-09-04 18:39:38.713+00|2293
512|trump|2020-09-04 18:45:23.082+00|2020-09-04 18:45:23.082+00|2301
513|""|2020-09-04 19:04:51.528+00|2020-09-04 19:04:51.528+00|2358
514|""|2020-09-04 19:08:32.388+00|2020-09-04 19:08:32.388+00|2358
515|""|2020-09-04 19:12:41.787+00|2020-09-04 19:12:41.787+00|2358
516|Covid|2020-09-04 19:26:05.981+00|2020-09-04 19:26:05.981+00|2714
517|kate|2020-09-04 19:42:15.561+00|2020-09-04 19:42:15.561+00|2749
518|molly|2020-09-04 19:42:18.868+00|2020-09-04 19:42:18.868+00|2749
519|covid|2020-09-04 19:43:38.027+00|2020-09-04 19:43:38.027+00|2749
520|covid|2020-09-04 19:44:36.059+00|2020-09-04 19:44:36.059+00|2749
521|coronavirus|2020-09-04 19:45:06.307+00|2020-09-04 19:45:06.307+00|2749
522|coronavirus|2020-09-04 19:45:10.491+00|2020-09-04 19:45:10.491+00|2749
523|trump|2020-09-04 20:04:01.429+00|2020-09-04 20:04:01.429+00|2301
524|movie|2020-09-04 20:13:29.97+00|2020-09-04 20:13:29.97+00|2714
525|asian|2020-09-04 20:15:18.358+00|2020-09-04 20:15:18.358+00|1976
526|economy|2020-09-04 20:15:20.82+00|2020-09-04 20:15:20.82+00|1976
527|covid|2020-09-04 20:41:48.734+00|2020-09-04 20:41:48.734+00|1976
528|covid|2020-09-04 20:42:20.308+00|2020-09-04 20:42:20.308+00|1976
529|covid|2020-09-04 21:24:33.457+00|2020-09-04 21:24:33.457+00|1976
530|covid|2020-09-04 21:50:47.996+00|2020-09-04 21:50:47.996+00|2337
531|asian|2020-09-04 21:52:44.527+00|2020-09-04 21:52:44.527+00|2337
532|gmo|2020-09-04 21:52:48.244+00|2020-09-04 21:52:48.244+00|2337
533|health|2020-09-04 21:53:00.411+00|2020-09-04 21:53:00.411+00|2337
534|mask|2020-09-04 21:53:20.905+00|2020-09-04 21:53:20.905+00|2337
535|covid|2020-09-04 21:53:23.548+00|2020-09-04 21:53:23.548+00|2337
536|trump|2020-09-04 23:43:12.341+00|2020-09-04 23:43:12.341+00|2622
537|covid|2020-09-04 23:46:37.777+00|2020-09-04 23:46:37.777+00|1976
538|covid19|2020-09-04 23:46:56.876+00|2020-09-04 23:46:56.876+00|1976
539|medicare|2020-09-05 00:55:30.916+00|2020-09-05 00:55:30.916+00|2565
540|troops|2020-09-05 01:18:16.431+00|2020-09-05 01:18:16.431+00|2566
541|war|2020-09-05 01:18:19.438+00|2020-09-05 01:18:19.438+00|2566
542|affair|2020-09-05 01:19:25.446+00|2020-09-05 01:19:25.446+00|2566
543|affairs|2020-09-05 01:19:27.293+00|2020-09-05 01:19:27.293+00|2566
544|world|2020-09-05 01:19:31.519+00|2020-09-05 01:19:31.519+00|2566
545|world|2020-09-05 01:28:38.792+00|2020-09-05 01:28:38.792+00|2566
546|cole|2020-09-05 02:15:45.025+00|2020-09-05 02:15:45.025+00|2454
547|economy|2020-09-05 03:38:48.62+00|2020-09-05 03:38:48.62+00|2339
548|economy|2020-09-05 03:40:50.802+00|2020-09-05 03:40:50.802+00|2339
549|economy|2020-09-05 03:48:09.958+00|2020-09-05 03:48:09.958+00|2339
550|tax|2020-09-05 04:05:09.184+00|2020-09-05 04:05:09.184+00|2454
551|jacob smith|2020-09-05 09:50:02.893+00|2020-09-05 09:50:02.893+00|2750
552|jacob|2020-09-05 09:50:09.166+00|2020-09-05 09:50:09.166+00|2750
553|health|2020-09-05 10:45:01.469+00|2020-09-05 10:45:01.469+00|2542
554|covid|2020-09-05 10:45:29.707+00|2020-09-05 10:45:29.707+00|2542
555|amy_7578|2020-09-05 10:50:26.825+00|2020-09-05 10:50:26.825+00|2542
556|Jamal_8048|2020-09-05 10:55:10.808+00|2020-09-05 10:55:10.808+00|2542
557|worldaffairs|2020-09-05 11:07:16.718+00|2020-09-05 11:07:16.718+00|2544
558|world affairs|2020-09-05 11:07:27.087+00|2020-09-05 11:07:27.087+00|2544
559|international|2020-09-05 11:07:40.379+00|2020-09-05 11:07:40.379+00|2544
560|dow|2020-09-05 11:09:15.096+00|2020-09-05 11:09:15.096+00|2544
561|dow|2020-09-05 11:10:54.113+00|2020-09-05 11:10:54.113+00|2544
562|foreign affairs|2020-09-05 11:19:52.647+00|2020-09-05 11:19:52.647+00|2544
563|foreignaffairs|2020-09-05 11:20:06.423+00|2020-09-05 11:20:06.423+00|2544
564|foreignaffairs|2020-09-05 11:20:17.924+00|2020-09-05 11:20:17.924+00|2544
565|Jamal_8048|2020-09-05 11:31:08.277+00|2020-09-05 11:31:08.277+00|2545
566|priorities|2020-09-05 11:34:44.7+00|2020-09-05 11:34:44.7+00|2545
567|amy_3504|2020-09-05 11:50:43.685+00|2020-09-05 11:50:43.685+00|2542
568|dow jones|2020-09-05 12:10:47.584+00|2020-09-05 12:10:47.584+00|2596
569|nuclear|2020-09-05 12:32:57.338+00|2020-09-05 12:32:57.338+00|2577
570|Covid|2020-09-05 12:35:28.29+00|2020-09-05 12:35:28.29+00|2577
571|Terrorist attack soon|2020-09-05 12:37:16.351+00|2020-09-05 12:37:16.351+00|2577
572|Terrorist attack|2020-09-05 12:37:23.955+00|2020-09-05 12:37:23.955+00|2577
573|priorities|2020-09-05 12:43:35.96+00|2020-09-05 12:43:35.96+00|2541
574|malik_3915|2020-09-05 12:50:16.958+00|2020-09-05 12:50:16.958+00|2541
575|amy_7578|2020-09-05 12:52:39.999+00|2020-09-05 12:52:39.999+00|2541
576|amy_7578|2020-09-05 12:53:00.06+00|2020-09-05 12:53:00.06+00|2541
577|Dartpost|2020-09-05 12:57:29.97+00|2020-09-05 12:57:29.97+00|2577
578|wealth tax|2020-09-05 14:45:31.895+00|2020-09-05 14:45:31.895+00|2577
579|dartpost|2020-09-05 14:45:36.607+00|2020-09-05 14:45:36.607+00|2577
580|government|2020-09-05 14:53:37.325+00|2020-09-05 14:53:37.325+00|2703
581|dow|2020-09-05 15:03:00.944+00|2020-09-05 15:03:00.944+00|2691
582|dow|2020-09-05 15:03:42.83+00|2020-09-05 15:03:42.83+00|2691
583|""|2020-09-05 18:20:36.523+00|2020-09-05 18:20:36.523+00|2620
584|tax|2020-09-05 18:38:35.704+00|2020-09-05 18:38:35.704+00|2709
585|tax|2020-09-05 18:38:42.313+00|2020-09-05 18:38:42.313+00|2709
586|tax|2020-09-05 18:43:36.395+00|2020-09-05 18:43:36.395+00|2709
587|Dow jones|2020-09-05 19:25:53.265+00|2020-09-05 19:25:53.265+00|2570
588|Medicare|2020-09-05 19:26:57.564+00|2020-09-05 19:26:57.564+00|2570
589|Medicare|2020-09-05 19:27:08.435+00|2020-09-05 19:27:08.435+00|2570
590|two percent annual tax|2020-09-05 19:30:13.518+00|2020-09-05 19:30:13.518+00|2570
591|nuclear|2020-09-05 19:45:08.618+00|2020-09-05 19:45:08.618+00|2610
592|covid|2020-09-05 22:04:44.507+00|2020-09-05 22:04:44.507+00|2749
593|covid|2020-09-05 22:05:46.416+00|2020-09-05 22:05:46.416+00|2749
594|molly|2020-09-05 22:10:53.306+00|2020-09-05 22:10:53.306+00|2749
595|molly|2020-09-05 22:11:11.084+00|2020-09-05 22:11:11.084+00|2749
596|stock|2020-09-05 22:15:43.56+00|2020-09-05 22:15:43.56+00|2749
597|dow|2020-09-05 23:13:43.569+00|2020-09-05 23:13:43.569+00|2655
598|dow|2020-09-05 23:15:23.237+00|2020-09-05 23:15:23.237+00|2655
599|dow|2020-09-05 23:16:01.016+00|2020-09-05 23:16:01.016+00|2655
600|gmo|2020-09-05 23:31:54.868+00|2020-09-05 23:31:54.868+00|2604
601|gmo|2020-09-05 23:32:24.697+00|2020-09-05 23:32:24.697+00|2604
602|economy|2020-09-05 23:33:17.23+00|2020-09-05 23:33:17.23+00|2604
603|economy|2020-09-05 23:34:01.928+00|2020-09-05 23:34:01.928+00|2604
604|economy|2020-09-05 23:34:46.837+00|2020-09-05 23:34:46.837+00|2604
605|economy|2020-09-05 23:36:49.523+00|2020-09-05 23:36:49.523+00|2604
606|economy|2020-09-05 23:38:38.79+00|2020-09-05 23:38:38.79+00|2604
607|economy|2020-09-05 23:42:22.092+00|2020-09-05 23:42:22.092+00|2604
608|economy|2020-09-05 23:43:32.457+00|2020-09-05 23:43:32.457+00|2604
609|covid|2020-09-05 23:59:48.704+00|2020-09-05 23:59:48.704+00|2337
610|covid|2020-09-06 00:00:44.536+00|2020-09-06 00:00:44.536+00|2337
611|kathryn|2020-09-06 00:58:12.286+00|2020-09-06 00:58:12.286+00|2558
612|jack|2020-09-06 00:59:39.203+00|2020-09-06 00:59:39.203+00|2558
613|bradley|2020-09-06 01:00:13.851+00|2020-09-06 01:00:13.851+00|2558
614|molly|2020-09-06 01:00:31.086+00|2020-09-06 01:00:31.086+00|2558
615|jack|2020-09-06 01:12:39.092+00|2020-09-06 01:12:39.092+00|2558
616|molly|2020-09-06 01:13:01.558+00|2020-09-06 01:13:01.558+00|2558
617|jacob|2020-09-06 01:15:45.988+00|2020-09-06 01:15:45.988+00|2559
618|jack|2020-09-06 01:16:28.078+00|2020-09-06 01:16:28.078+00|2559
619|bradley|2020-09-06 01:17:13.638+00|2020-09-06 01:17:13.638+00|2559
620|jacob|2020-09-06 01:25:10.72+00|2020-09-06 01:25:10.72+00|2559
621|jacob|2020-09-06 01:26:20.412+00|2020-09-06 01:26:20.412+00|2560
622|kathryn|2020-09-06 01:27:21.012+00|2020-09-06 01:27:21.012+00|2560
623|molly|2020-09-06 01:27:55.068+00|2020-09-06 01:27:55.068+00|2560
624|jacob|2020-09-06 01:38:10.621+00|2020-09-06 01:38:10.621+00|2561
625|jacob|2020-09-06 01:38:22.838+00|2020-09-06 01:38:22.838+00|2561
626|jacob|2020-09-06 01:39:12.894+00|2020-09-06 01:39:12.894+00|2561
627|jacob|2020-09-06 01:40:25.767+00|2020-09-06 01:40:25.767+00|2561
628|cvodi|2020-09-06 02:05:16.321+00|2020-09-06 02:05:16.321+00|2456
629|covid|2020-09-06 02:05:16.81+00|2020-09-06 02:05:16.81+00|2456
630|stonks|2020-09-06 02:31:31.277+00|2020-09-06 02:31:31.277+00|2457
631|stonk|2020-09-06 02:31:33.117+00|2020-09-06 02:31:33.117+00|2457
632|stonks|2020-09-06 02:31:34.267+00|2020-09-06 02:31:34.267+00|2457
633|economy|2020-09-06 02:33:45.78+00|2020-09-06 02:33:45.78+00|2339
634|economy|2020-09-06 02:34:39.625+00|2020-09-06 02:34:39.625+00|2339
635|COVID|2020-09-06 02:46:01.981+00|2020-09-06 02:46:01.981+00|2339
636|COVID|2020-09-06 02:46:19.647+00|2020-09-06 02:46:19.647+00|2339
637|pandemic|2020-09-06 03:01:04.108+00|2020-09-06 03:01:04.108+00|2339
638|Trump|2020-09-06 03:03:27.972+00|2020-09-06 03:03:27.972+00|2339
639|wealth|2020-09-06 03:31:15.498+00|2020-09-06 03:31:15.498+00|2638
640|wealth|2020-09-06 03:40:53.753+00|2020-09-06 03:40:53.753+00|2638
641|wealth|2020-09-06 03:41:05.625+00|2020-09-06 03:41:05.625+00|2638
642|jake|2020-09-06 05:11:49.873+00|2020-09-06 05:11:49.873+00|2333
643|Jamal_8048|2020-09-06 05:42:35.482+00|2020-09-06 05:42:35.482+00|2333
644|Jamal_8048|2020-09-06 05:43:54.738+00|2020-09-06 05:43:54.738+00|2333
645|trump|2020-09-06 10:07:38.076+00|2020-09-06 10:07:38.076+00|2691
646|covid|2020-09-06 10:57:40.758+00|2020-09-06 10:57:40.758+00|2691
647|dow|2020-09-06 11:20:26.025+00|2020-09-06 11:20:26.025+00|2691
648|""|2020-09-06 12:20:52.329+00|2020-09-06 12:20:52.329+00|2390
649|medic|2020-09-06 12:21:46.208+00|2020-09-06 12:21:46.208+00|2390
650|terror|2020-09-06 13:21:07.072+00|2020-09-06 13:21:07.072+00|2387
